0.001,100,0.1043916796266313,0.011962967192070519,0.008633595555561388
0.005,100,0.43225726708025014,0.04562576717183806,0.029814693921479615
0.01,100,0.6951206934840982,0.06862363808230379,0.0389370061212906
0.05,100,1.089969183119605,0.11243317144538627,0.018400280080915203
0.1,100,1.0964316878594287,0.12500553771969242,0.005844982938081309
0.5,100,1.0964608113924048,0.1294390290661913,0.0014114925158648188
1,100,1.096460811392405,0.12943907603586854,0.0014114455461874309
5,100,1.1949714678166254e+71,-4.422734969730058e+86,-4.422734969730062e+86
10,100,6.74480306601411e+103,-3.399340978890482e+119,-3.399340978890482e+119
1.1,100,1.096460811392405,0.12943883627857022,0.0014112057888825986
