question-0,42.048067,70.000000,11.403051,285,5.967930
question-1,-93.169805,70.000000,1.620900,0,0.000000
question-2,-120.898815,70.000000,3.052224,0,0.000000
question-3,-61.615038,70.000000,9.317821,0,0.000000
question-4,-98.576234,70.000000,0.964485,0,0.000000
question-5,-71.498967,70.000000,15.797256,0,0.000000
question-6,139.600231,70.000000,18.666183,0,0.000000
question-7,-138.600024,70.000000,19.907272,0,0.000000
question-8,-36.985220,70.000000,3.790434,0,0.000000
question-9,-33.582031,70.000000,5.831751,0,0.000000
question-10,104.200164,70.000000,10.393578,0,0.000000
question-11,-39.282309,70.000000,14.008949,68,5.945294
question-12,-13.101926,70.000000,16.683395,100,5.894400
question-13,-88.114765,70.000000,18.307997,0,0.000000
question-14,-43.259052,70.000000,7.223998,1,5.900000
question-15,-71.759010,70.000000,16.325761,0,0.000000
question-16,-125.181641,70.000000,0.628506,0,0.000000
question-17,-62.444227,70.000000,9.714780,0,0.000000
question-18,126.106437,70.000000,8.582244,0,0.000000
question-19,-104.833376,70.000000,1.906655,0,0.000000
question-20,-147.194144,70.000000,7.249332,0,0.000000
question-21,72.084198,70.000000,16.893717,1,5.720000
question-22,114.005251,70.000000,18.672520,0,0.000000
question-23,-152.136375,70.000000,19.277978,0,0.000000
question-24,114.361018,70.000000,3.711872,0,0.000000
question-25,72.879545,70.000000,7.910632,0,0.000000
question-26,-59.226200,70.000000,8.770966,0,0.000000
question-27,5.954195,70.000000,15.012031,71,5.873380
question-28,-107.854399,70.000000,5.636089,0,0.000000
question-29,55.127926,70.000000,2.450746,0,0.000000
question-30,-73.908845,70.000000,9.039484,0,0.000000
question-31,2.283885,70.000000,9.237490,37,5.807027
question-32,-19.161862,70.000000,13.095251,80,5.930250
question-33,95.566936,70.000000,15.855899,1,5.720000
question-34,15.307675,70.000000,15.606976,91,5.965495
question-35,-83.335320,70.000000,19.146644,0,0.000000
question-36,-134.849236,70.000000,11.785765,0,0.000000
question-37,74.496763,70.000000,19.792031,3,5.686667
question-38,-145.542707,70.000000,17.988870,0,0.000000
question-39,-12.735861,70.000000,3.635091,1,5.750000
question-40,-134.765758,70.000000,4.516219,0,0.000000
question-41,132.342419,70.000000,15.942332,0,0.000000
question-42,59.222762,70.000000,0.028044,0,0.000000
question-43,115.314201,70.000000,15.468436,0,0.000000
question-44,-130.238207,70.000000,15.104253,0,0.000000
question-45,-142.674838,70.000000,11.823572,0,0.000000
question-46,145.107522,70.000000,13.662422,0,0.000000
question-47,95.215343,70.000000,8.069230,0,0.000000
question-48,1.379450,70.000000,1.192153,0,0.000000
question-49,84.637491,70.000000,6.810760,1,5.720000
question-50,-98.422661,70.000000,16.364968,0,0.000000
question-51,112.079073,70.000000,14.098119,0,0.000000
question-52,137.959454,70.000000,15.068740,0,0.000000
question-53,19.267741,70.000000,15.156052,108,5.986111
question-54,65.329052,70.000000,8.902306,0,0.000000
question-55,5.085441,70.000000,14.611346,75,5.871067
question-56,100.819718,70.000000,16.668123,1,5.720000
question-57,153.039923,70.000000,11.235123,0,0.000000
question-58,159.617183,70.000000,12.131853,0,0.000000
question-59,-22.880900,70.000000,10.178589,50,5.971000
question-60,144.342353,70.000000,11.889941,0,0.000000
question-61,-138.104910,70.000000,8.636126,0,0.000000
question-62,80.492869,70.000000,15.161247,1,5.720000
question-63,24.074237,70.000000,17.476422,450,5.974111
question-64,91.464082,70.000000,2.877336,0,0.000000
question-65,-19.035376,70.000000,18.505318,110,5.907818
question-66,39.473771,70.000000,5.795416,212,5.967925
question-67,-94.227486,70.000000,8.036767,0,0.000000
question-68,143.159316,70.000000,15.933059,0,0.000000
question-69,7.518046,70.000000,1.092757,0,0.000000
question-70,-64.338635,70.000000,10.692721,0,0.000000
question-71,-101.901488,70.000000,7.949298,0,0.000000
question-72,-20.683480,70.000000,7.970917,39,6.004615
question-73,-24.885876,70.000000,15.511411,87,5.933218
question-74,-120.238047,70.000000,15.811169,0,0.000000
question-75,-87.125114,70.000000,11.115005,0,0.000000
question-76,-103.253320,70.000000,4.460931,0,0.000000
question-77,34.982745,70.000000,3.092822,132,6.001364
question-78,145.655362,70.000000,12.186088,0,0.000000
question-79,-67.085665,70.000000,3.447469,0,0.000000
question-80,120.710982,70.000000,4.720419,0,0.000000
question-81,30.397666,70.000000,0.467221,2,6.090000
question-82,-143.962748,70.000000,9.211727,0,0.000000
question-83,90.845155,70.000000,1.064593,0,0.000000
question-84,-156.476407,70.000000,5.785550,0,0.000000
question-85,-42.685149,70.000000,11.653081,44,5.985227
question-86,106.019742,70.000000,16.034130,0,0.000000
question-87,-36.069376,70.000000,12.307486,66,5.956364
question-88,83.466084,70.000000,15.396413,2,5.645000
question-89,101.820558,70.000000,9.607519,0,0.000000
question-90,-73.438466,70.000000,12.166239,0,0.000000
question-91,108.584381,70.000000,6.444737,0,0.000000
question-92,-15.134786,70.000000,10.379610,70,5.932857
question-93,-42.136667,70.000000,6.582889,1,5.900000
question-94,24.572590,70.000000,18.115259,477,5.986499
question-95,18.005430,70.000000,14.709052,82,5.988902
question-96,60.812508,70.000000,11.874840,0,0.000000
question-97,-28.540598,70.000000,1.093695,0,0.000000
question-98,-124.166515,70.000000,8.096874,0,0.000000
question-99,-80.864537,70.000000,2.471170,0,0.000000
question-100,-154.243575,70.000000,4.226182,0,0.000000
question-101,-66.817607,70.000000,6.839367,0,0.000000
question-102,71.040414,70.000000,1.640030,0,0.000000
question-103,127.832006,70.000000,16.887831,0,0.000000
question-104,69.503120,70.000000,14.705199,0,0.000000
question-105,-49.455292,70.000000,13.397894,19,6.063684
question-106,46.978211,70.000000,9.832756,78,5.961026
question-107,107.428588,70.000000,15.985085,0,0.000000
question-108,-107.396994,70.000000,18.074572,0,0.000000
question-109,83.152258,70.000000,10.052670,1,5.720000
question-110,-100.485968,70.000000,12.566803,0,0.000000
question-111,33.441752,70.000000,14.083294,415,6.006241
question-112,-78.508808,70.000000,13.161411,0,0.000000
question-113,-51.366676,70.000000,3.773469,0,0.000000
question-114,26.680729,70.000000,1.844091,0,0.000000
question-115,100.194684,70.000000,6.184755,0,0.000000
question-116,-57.417028,70.000000,10.629645,0,0.000000
question-117,-118.698895,70.000000,17.603350,0,0.000000
question-118,125.929494,70.000000,19.578235,0,0.000000
question-119,-2.784387,70.000000,17.826349,111,5.889189
question-120,-79.528257,70.000000,11.726284,0,0.000000
question-121,-67.818018,70.000000,11.123581,0,0.000000
question-122,141.064256,70.000000,12.995598,0,0.000000
question-123,-102.085800,70.000000,4.725093,0,0.000000
question-124,4.451824,70.000000,3.987818,1,5.600000
question-125,144.776737,70.000000,17.194991,0,0.000000
question-126,-54.239901,70.000000,12.332795,1,5.900000
question-127,-159.554996,70.000000,2.576820,0,0.000000
question-128,-105.360263,70.000000,13.604419,0,0.000000
