question-0,7.514026,70.000000,2.306564,0,0.000000
question-1,-39.350515,70.000000,1.137474,0,0.000000
question-2,-149.187391,70.000000,0.927094,0,0.000000
question-3,146.517859,70.000000,10.832606,0,0.000000
question-4,63.881049,70.000000,16.636517,0,0.000000
question-5,-129.298836,70.000000,15.238226,0,0.000000
question-6,-146.284476,70.000000,17.081308,0,0.000000
question-7,79.244153,70.000000,10.499793,1,5.720000
question-8,142.286865,70.000000,13.652175,0,0.000000
question-9,77.598973,70.000000,15.145327,1,5.720000
question-10,-72.222344,70.000000,8.434290,0,0.000000
question-11,124.719736,70.000000,0.172957,0,0.000000
question-12,37.397022,70.000000,3.320310,157,5.978599
question-13,129.243011,70.000000,12.548436,0,0.000000
question-14,89.446310,70.000000,7.677433,1,5.720000
question-15,-142.520775,70.000000,2.451159,0,0.000000
question-16,41.553317,70.000000,3.871884,23,5.981739
question-17,-0.070007,70.000000,5.727030,25,5.796000
question-18,90.609136,70.000000,19.006437,4,5.675000
question-19,64.468358,70.000000,7.751562,0,0.000000
question-20,129.790636,70.000000,2.544677,0,0.000000
question-21,-123.379421,70.000000,9.851778,0,0.000000
question-22,-24.934629,70.000000,14.557071,75,5.946133
question-23,-103.734487,70.000000,15.198805,0,0.000000
question-24,110.444605,70.000000,0.540141,0,0.000000
question-25,-121.977778,70.000000,5.656946,0,0.000000
question-26,-130.100918,70.000000,1.916666,0,0.000000
question-27,-74.199340,70.000000,12.777643,0,0.000000
question-28,75.453180,70.000000,17.780871,1,5.720000
question-29,-40.703142,70.000000,4.438221,0,0.000000
question-30,104.726824,70.000000,9.239783,0,0.000000
question-31,-35.498084,70.000000,18.415370,107,5.951215
question-32,-144.242033,70.000000,16.666821,0,0.000000
question-33,-34.299107,70.000000,6.388952,0,0.000000
question-34,-100.071589,70.000000,15.835518,0,0.000000
question-35,90.370548,70.000000,11.728588,1,5.720000
question-36,-43.863342,70.000000,14.268843,44,5.985227
question-37,7.515482,70.000000,10.775153,29,5.807241
question-38,-64.779412,70.000000,18.958821,1,5.900000
question-39,-145.839772,70.000000,16.233993,0,0.000000
question-40,29.871637,70.000000,14.034570,414,6.004517
question-41,-8.172462,70.000000,0.640735,0,0.000000
question-42,147.118289,70.000000,4.339147,0,0.000000
question-43,-59.511514,70.000000,16.817813,1,5.900000
question-44,-5.714898,70.000000,19.917201,116,5.897759
question-45,-50.509977,70.000000,3.833299,0,0.000000
question-46,127.712916,70.000000,10.126302,0,0.000000
question-47,91.439187,70.000000,16.950181,3,5.686667
question-48,-105.675544,70.000000,9.453060,0,0.000000
question-49,-3.434553,70.000000,2.205310,9,5.915556
question-50,85.387097,70.000000,8.807445,1,5.720000
question-51,151.994846,70.000000,18.481634,0,0.000000
question-52,58.224049,70.000000,18.532325,24,6.080833
question-53,-48.476665,70.000000,7.402714,1,5.900000
question-54,-143.934172,70.000000,7.160559,0,0.000000
question-55,29.979176,70.000000,5.474417,45,5.981111
question-56,-42.634336,70.000000,0.285211,0,0.000000
question-57,155.801427,70.000000,3.794019,0,0.000000
question-58,-39.023013,70.000000,13.958544,68,5.945294
question-59,-133.963264,70.000000,8.500476,0,0.000000
question-60,-54.425556,70.000000,0.077264,0,0.000000
question-61,101.033632,70.000000,9.802003,0,0.000000
question-62,129.344264,70.000000,8.937252,0,0.000000
question-63,-151.687811,70.000000,17.185650,0,0.000000
question-64,118.836442,70.000000,13.720146,0,0.000000
question-65,-157.463545,70.000000,9.478654,0,0.000000
question-66,151.118554,70.000000,19.707114,0,0.000000
question-67,-31.677645,70.000000,18.884564,124,5.957339
question-68,37.601981,70.000000,3.054993,146,5.983699
question-69,-17.300843,70.000000,10.193311,58,5.925345
question-70,157.737447,70.000000,7.678724,0,0.000000
question-71,-129.828631,70.000000,17.832420,0,0.000000
question-72,104.666081,70.000000,13.683560,0,0.000000
question-73,131.798147,70.000000,3.800685,0,0.000000
question-74,29.159707,70.000000,2.521546,17,6.059412
question-75,44.804322,70.000000,1.014503,0,0.000000
question-76,-12.650737,70.000000,5.612917,32,5.801563
question-77,-103.426669,70.000000,12.907022,0,0.000000
question-78,-91.750127,70.000000,10.330862,0,0.000000
question-79,28.138080,70.000000,4.167205,28,6.015357
question-80,36.600890,70.000000,17.881108,498,5.981345
question-81,155.214720,70.000000,17.855422,0,0.000000
question-82,-56.646087,70.000000,8.946222,0,0.000000
question-83,64.805967,70.000000,18.784522,0,0.000000
question-84,-132.457201,70.000000,5.143817,0,0.000000
question-85,96.634551,70.000000,8.436074,0,0.000000
question-86,53.139677,70.000000,1.962423,0,0.000000
question-87,-118.223126,70.000000,18.661100,0,0.000000
question-88,-118.817839,70.000000,8.554815,0,0.000000
question-89,-27.945487,70.000000,5.844456,9,5.713333
question-90,-88.040960,70.000000,10.163675,0,0.000000
question-91,-80.029321,70.000000,8.457987,0,0.000000
question-92,112.553944,70.000000,11.108296,0,0.000000
question-93,8.311965,70.000000,0.461751,0,0.000000
question-94,-145.177002,70.000000,10.502638,0,0.000000
question-95,148.399057,70.000000,6.595549,0,0.000000
question-96,-129.109269,70.000000,2.438004,0,0.000000
question-97,-40.340340,70.000000,17.671836,83,5.926747
question-98,8.407052,70.000000,15.085772,70,5.874143
question-99,151.138306,70.000000,15.143574,0,0.000000
